rank,infinitive_hebrew,transcription_ru,binyan,difficulty,audio_url,audio_file,audio_provider,audio_voice,audio_rate,audio_volume,audio_text,generation_status,file_size,error
120,לנגן,ленаг е н,играть на музыкальном инструменте,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/120.mp3,public/audio/verbs/120.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנגן,generated,11808,
121,לצייר,лецай е р,рисовать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/121.mp3,public/audio/verbs/121.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לצייר,generated,11808,
122,לצלם,лецал е м,фотографировать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/122.mp3,public/audio/verbs/122.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לצלם,generated,11808,
123,להתקלח,леhиткал е ах,принимать душ,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/123.mp3,public/audio/verbs/123.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתקלח,generated,13248,
124,להתגלח,леhитгал е ах,бриться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/124.mp3,public/audio/verbs/124.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתגלח,generated,13392,
125,לצחצח,лецахц е ах,чистить зубы,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/125.mp3,public/audio/verbs/125.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לצחצח,generated,13104,
126,לשטוף,лишт о ф,"мыть, промывать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/126.mp3,public/audio/verbs/126.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשטוף,generated,11952,
127,לרחוץ,лирх о ц,"мыть, купать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/127.mp3,public/audio/verbs/127.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לרחוץ,generated,12528,
128,לכבס,лехаб е с,стирать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/128.mp3,public/audio/verbs/128.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לכבס,generated,12096,
129,לגהץ,легаh е ц,гладить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/129.mp3,public/audio/verbs/129.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לגהץ,generated,12384,
130,לספור,лисп о р,считать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/130.mp3,public/audio/verbs/130.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לספור,generated,11232,
131,למדוד,лимд о д,"измерять, примерять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/131.mp3,public/audio/verbs/131.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,למדוד,generated,11232,
132,לחתוך,лахт о х,резать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/132.mp3,public/audio/verbs/132.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחתוך,generated,11808,
133,לערבב,леарб е в,смешивать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/133.mp3,public/audio/verbs/133.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לערבב,generated,12240,
134,לטגן,летаг е н,жарить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/134.mp3,public/audio/verbs/134.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לטגן,generated,11664,
135,לאפות,леэф о т,"печь, выпекать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/135.mp3,public/audio/verbs/135.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לאפות,generated,11664,
136,לטעום,литъ о м,пробовать на вкус,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/136.mp3,public/audio/verbs/136.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לטעום,generated,11664,
137,למכור,лимк о р,продавать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/137.mp3,public/audio/verbs/137.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,למכור,generated,11520,
138,להרוויח,леhарв и ах,зарабатывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/138.mp3,public/audio/verbs/138.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להרוויח,generated,12960,
139,לבזבז,левазб е з,тратить впустую,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/139.mp3,public/audio/verbs/139.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לבזבז,generated,12528,
140,לחסוך,лахас о х,экономить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/140.mp3,public/audio/verbs/140.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחסוך,generated,11664,
141,לשכור,лиск о р,"арендовать, нанимать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/141.mp3,public/audio/verbs/141.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשכור,generated,11376,
142,להשכיר,леhаск и р,сдавать в аренду,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/142.mp3,public/audio/verbs/142.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשכיר,generated,11808,
143,לתכנן,летахн е н,планировать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/143.mp3,public/audio/verbs/143.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לתכנן,generated,12096,
144,לבנות,ливн о т,строить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/144.mp3,public/audio/verbs/144.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לבנות,generated,11808,
145,לשבור,лишб о р,ломать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/145.mp3,public/audio/verbs/145.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשבור,generated,10944,
146,לתלות,литл о т,вешать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/146.mp3,public/audio/verbs/146.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לתלות,generated,11808,
147,לקפל,лекап е ль,складывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/147.mp3,public/audio/verbs/147.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לקפל,generated,11664,
148,למשוך,лимш о х,тянуть,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/148.mp3,public/audio/verbs/148.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,למשוך,generated,12384,
149,לדחוף,лидх о ф,толкать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/149.mp3,public/audio/verbs/149.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לדחוף,generated,11952,
150,לחבר,лехаб е р,"соединять, подключать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/150.mp3,public/audio/verbs/150.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחבר,generated,11376,
151,לנתק,ленат е к,"отсоединять, отключать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/151.mp3,public/audio/verbs/151.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנתק,generated,11808,
152,לסמן,лесам е н,"отмечать, обозначать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/152.mp3,public/audio/verbs/152.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לסמן,generated,11664,
153,למחוק,лимх о к,"стирать, удалять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/153.mp3,public/audio/verbs/153.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,למחוק,generated,12096,
154,להעתיק,леhаат и к,копировать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/154.mp3,public/audio/verbs/154.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להעתיק,generated,12384,
155,להדביק,леhадб и к,"приклеивать, вставлять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/155.mp3,public/audio/verbs/155.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להדביק,generated,12384,
156,להקליד,леhакл и д,печатать на клавиатуре,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/156.mp3,public/audio/verbs/156.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להקליד,generated,11808,
157,להדפיס,леhадп и с,печатать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/157.mp3,public/audio/verbs/157.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להדפיס,generated,12240,
158,להעלות,леhаал о т,поднимать; загружать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/158.mp3,public/audio/verbs/158.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להעלות,generated,12240,
159,להגיש,леhаг и ш,"подавать, представлять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/159.mp3,public/audio/verbs/159.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להגיש,generated,12240,
160,לקבוע,ликб о а,"назначать, устанавливать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/160.mp3,public/audio/verbs/160.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לקבוע,generated,11088,
161,לבטל,леват е ль,отменять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/161.mp3,public/audio/verbs/161.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לבטל,generated,11664,
162,לאשר,леаш е р,"утверждать, подтверждать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/162.mp3,public/audio/verbs/162.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לאשר,generated,11808,
163,להזכיר,леhазк и р,напоминать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/163.mp3,public/audio/verbs/163.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להזכיר,generated,12096,
164,ללמד,лелам е д,"учить кого-то, преподавать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/164.mp3,public/audio/verbs/164.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,ללמד,generated,11664,
165,לתרגם,летарг е м,переводить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/165.mp3,public/audio/verbs/165.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לתרגם,generated,12240,
166,לתרגל,летарг е ль,"практиковать, упражняться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/166.mp3,public/audio/verbs/166.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לתרגל,generated,11952,
167,להקליט,леhакл и т,записывать звук,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/167.mp3,public/audio/verbs/167.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להקליט,generated,12096,
168,להקשות,леhакш о т,"затруднять, усложнять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/168.mp3,public/audio/verbs/168.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להקשות,generated,12096,
169,להקל,леhак е ль,облегчать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/169.mp3,public/audio/verbs/169.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להקל,generated,11664,
170,להשוות,леhашв о т,сравнивать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/170.mp3,public/audio/verbs/170.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשוות,generated,12240,
171,להשוויץ,леhашв и ц,хвастаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/171.mp3,public/audio/verbs/171.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשוויץ,generated,13104,
172,להמליץ,леhамл и ц,рекомендовать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/172.mp3,public/audio/verbs/172.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להמליץ,generated,12528,
173,להציע,леhац и а,предлагать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/173.mp3,public/audio/verbs/173.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להציע,generated,11664,
174,להודיע,леhод и а,"сообщать, уведомлять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/174.mp3,public/audio/verbs/174.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להודיע,generated,11232,
175,להחזיר,леhахаз и р / леhахз и р,возвращать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/175.mp3,public/audio/verbs/175.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להחזיר,generated,12240,
176,להעביר,леhаав и р,"передавать, переводить",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/176.mp3,public/audio/verbs/176.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להעביר,generated,12096,
177,להתנהג,леhитнаh е г,вести себя,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/177.mp3,public/audio/verbs/177.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתנהג,generated,12528,
178,להפריע,леhафр и а,мешать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/178.mp3,public/audio/verbs/178.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להפריע,generated,11664,
179,להתווכח,леhитвак е ах,спорить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/179.mp3,public/audio/verbs/179.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתווכח,generated,13248,
180,להתנצל,леhитнац е ль,извиняться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/180.mp3,public/audio/verbs/180.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתנצל,generated,12384,
181,להתאים,леhат и м,"подходить, соответствовать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/181.mp3,public/audio/verbs/181.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתאים,generated,11808,
182,להשפיע,леhашп и а,влиять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/182.mp3,public/audio/verbs/182.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשפיע,generated,11664,
183,להרשות,леhарш о т,разрешать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/183.mp3,public/audio/verbs/183.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להרשות,generated,12384,
184,להצביע,леhацб и а,голосовать; указывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/184.mp3,public/audio/verbs/184.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להצביע,generated,11808,
185,להבטיח,леhавт и ах,обещать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/185.mp3,public/audio/verbs/185.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להבטיח,generated,12816,
186,להזהיר,леhазh и р,предупреждать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/186.mp3,public/audio/verbs/186.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להזהיר,generated,12096,
187,להיזהר,леhизаh е р,"остерегаться, быть осторожным",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/187.mp3,public/audio/verbs/187.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיזהר,generated,12384,
188,להיתקל,леhитак е ль,"сталкиваться, натыкаться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/188.mp3,public/audio/verbs/188.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיתקל,generated,12096,
189,להתבלבל,леhитбальб е ль,"путаться, сбиваться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/189.mp3,public/audio/verbs/189.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתבלבל,generated,12384,
190,לבלבל,левальб е ль,"путать, сбивать с толку",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/190.mp3,public/audio/verbs/190.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לבלבל,generated,11808,
191,להשתנות,леhиштан о т,изменяться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/191.mp3,public/audio/verbs/191.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשתנות,generated,12672,
192,לשנות,лешан о т,"менять, изменять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/192.mp3,public/audio/verbs/192.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשנות,generated,11808,
193,לשתף,лешат е ф,"делиться, участвовать совместно",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/193.mp3,public/audio/verbs/193.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשתף,generated,12096,
194,להשתתף,леhиштат е ф,участвовать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/194.mp3,public/audio/verbs/194.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשתתף,generated,12960,
195,לשפר,лешап е р,улучшать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/195.mp3,public/audio/verbs/195.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשפר,generated,11664,
196,להשתפר,леhиштап е р,улучшаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/196.mp3,public/audio/verbs/196.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשתפר,generated,12240,
197,להגדיל,леhагд и ль,увеличивать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/197.mp3,public/audio/verbs/197.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להגדיל,generated,11808,
198,לגדול,лигд о ль,расти,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/198.mp3,public/audio/verbs/198.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לגדול,generated,11232,
199,להקטין,леhакт и н,уменьшать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/199.mp3,public/audio/verbs/199.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להקטין,generated,11952,
200,לקטון,ликт о н,уменьшаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/200.mp3,public/audio/verbs/200.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לקטון,generated,11376,
201,להרחיב,леhарх и в,расширять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/201.mp3,public/audio/verbs/201.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להרחיב,generated,12384,
202,לצמצם,лецамц е м,"сокращать, сужать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/202.mp3,public/audio/verbs/202.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לצמצם,generated,12528,
203,להשלים,леhашл и м,"завершать, дополнять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/203.mp3,public/audio/verbs/203.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשלים,generated,11952,
204,להפריד,леhафр и д,разделять,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/204.mp3,public/audio/verbs/204.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להפריד,generated,11808,
205,להיפרד,леhипар е д,"расставаться, отделяться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/205.mp3,public/audio/verbs/205.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיפרד,generated,12096,
206,לגלות,легал о т,"обнаруживать, раскрывать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/206.mp3,public/audio/verbs/206.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לגלות,generated,11808,
207,להסתיר,леhаст и р,скрывать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/207.mp3,public/audio/verbs/207.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להסתיר,generated,11952,
208,להגן,леhаг е н,защищать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/208.mp3,public/audio/verbs/208.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להגן,generated,11664,
209,לתקוף,литк о ф,атаковать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/209.mp3,public/audio/verbs/209.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לתקוף,generated,12096,
210,להילחם,леhилах е м,"бороться, воевать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/210.mp3,public/audio/verbs/210.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להילחם,generated,12240,
211,לברוח,ливр о ах,убегать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/211.mp3,public/audio/verbs/211.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לברוח,generated,12384,
212,להציל,леhац и ль,спасать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/212.mp3,public/audio/verbs/212.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להציל,generated,11664,
213,להינצל,леhинац е ль,спасаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/213.mp3,public/audio/verbs/213.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להינצל,generated,12240,
214,לטפל,летап е ль,"лечить, заботиться",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/214.mp3,public/audio/verbs/214.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לטפל,generated,11664,
215,להירגע,леhераг е а / леhераг а,успокаиваться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/215.mp3,public/audio/verbs/215.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להירגע,generated,11376,
216,להרגיע,леhарг и а,успокаивать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/216.mp3,public/audio/verbs/216.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להרגיע,generated,11664,
217,להתעורר,леhитъор е р,просыпаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/217.mp3,public/audio/verbs/217.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתעורר,generated,12240,
218,להעיר,леhа и р,будить,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/218.mp3,public/audio/verbs/218.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להעיר,generated,11664,
219,לנשום,линш о м,дышать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/219.mp3,public/audio/verbs/219.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לנשום,generated,11664,
220,להריח,леhар и ах,"нюхать, чувствовать запах",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/220.mp3,public/audio/verbs/220.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להריח,generated,12816,
221,לכאוב,лихъ о в,"болеть, причинять боль",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/221.mp3,public/audio/verbs/221.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לכאוב,generated,11808,
222,לחלות,лахал о т,заболевать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/222.mp3,public/audio/verbs/222.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לחלות,generated,11664,
223,להבריא,леhавр и,выздоравливать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/223.mp3,public/audio/verbs/223.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להבריא,generated,11232,
224,להיפגע,леhипаг е а / леhипаг а,"пострадать, быть раненым",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/224.mp3,public/audio/verbs/224.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להיפגע,generated,11520,
225,לפגוע,лифг о а,причинять вред; поражать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/225.mp3,public/audio/verbs/225.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לפגוע,generated,11232,
226,לרפא,лерап е,"лечить, исцелять",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/226.mp3,public/audio/verbs/226.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לרפא,generated,10800,
227,להחלים,леhахл и м,выздоравливать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/227.mp3,public/audio/verbs/227.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להחלים,generated,12240,
228,לאבחן,леавх е н,диагностировать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/228.mp3,public/audio/verbs/228.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לאבחן,generated,12096,
229,לטעות,литъ о т,ошибаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/229.mp3,public/audio/verbs/229.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לטעות,generated,11808,
230,לשכנע,лешахн е а,убеждать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/230.mp3,public/audio/verbs/230.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לשכנע,generated,11808,
231,להשתכנע,леhиштахн е а,убеждаться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/231.mp3,public/audio/verbs/231.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להשתכנע,generated,12528,
232,להודות,леhод о т,благодарить; признаваться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/232.mp3,public/audio/verbs/232.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להודות,generated,11952,
233,להעריך,леhаар и х,оценивать,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/233.mp3,public/audio/verbs/233.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להעריך,generated,12816,
234,להתכוון,леhиткав е н,"намереваться, иметь в виду",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/234.mp3,public/audio/verbs/234.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,להתכוון,generated,12384,
235,לכוון,лехав е н,"направлять, настраивать",added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/235.mp3,public/audio/verbs/235.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לכוון,generated,12096,
236,לסרב,лесар е в,отказываться,added_ru_dictionary_value_needs_final_pealim_title_check,/audio/verbs/236.mp3,public/audio/verbs/236.mp3,microsoft_edge_tts,he-IL-HilaNeural,-10%,+0%,לסרב,generated,12096,
